ManHinh,Ram,CPU,GPU,TrongLuong,HDD/SSD,DungLuong,Gia,Class,Product
0.847826087,0.0625,0.666666667,0.08839779,0.504255319,0.25,0.5,0.065418921,PhoThong,Pro P2540UA-XO0198T
0.847826087,0.0625,0.416666667,0.038674033,0.446808511,0.15,0.25,0.054107231,PhoThong,15-rb013nv (E2-9000e/4GB/500GB/W10)
0.847826087,0.25,0.777777778,0.82320442,0.680851064,0.6,0.625,0.245777996,ChuyenNghiep,Legion Y720-15IKB
0.760869565,0.125,0.694444444,0.08839779,0.340425532,0.35,0.125,0.140842761,PhoThong,Vostro 5468
0.722826087,0.125,0.638888889,0.127071823,0.340425532,0.35,0.125,0.112969339,VanPhong,Aspire R7
0.847826087,0.25,0.75,0.254143646,0.50212766,0.35,0.125,0.147401213,PhoThong,Inspiron 5567
0.847826087,0.0625,0.555555556,0.127071823,0.446808511,0.25,0.5,0.063944909,PhoThong,Aspire A315-51
0.847826087,0.0625,0.694444444,0.149171271,0.468085106,0.6,0.5625,0.09427775,PhoThong,X555QG-DM242T (A10-9620P/4GB/1TB
0.940217391,0.5,0.805555556,0.944751381,1,0.75,0.75,0.637809477,ChuyenNghiep,ROG G703VI-E5062T
0.847826087,0.125,0.694444444,0.674033149,0.531914894,0.35,0.125,0.138711264,ChuyenNghiep,Nitro AN515-51
0.847826087,0.125,0.555555556,0.127071823,0.468085106,0.35,0.0625,0.096573209,PhoThong,IdeaPad 320-15ISK
0.940217391,0.125,0.5,0.325966851,0.446808511,0.6,0.5625,0.187735694,PhoThong,VivoBook Pro
0.940217391,0.125,0.75,0.497237569,0.572340426,0.6,0.5625,0.1457616,PhoThong,F756UX-T4201D (i7-7500U/8GB/128GB
0.847826087,0.125,0.694444444,0.674033149,0.544680851,0.35,0.125,0.144121987,ChuyenNghiep,Inspiron 5577
0.755434783,0.125,0.75,0.08839779,0.293617021,0.35,0.125,0.176914248,VanPhong,Yoga 910-13IKB
0.847826087,0.125,0.5,0.17679558,0.468085106,0.6,1,0.161501886,PhoThong,Inspiron 5570
0.847826087,0.125,0.694444444,0.08839779,0.434042553,0.25,0.5,0.09165437,PhoThong,15-bs015dx (i5-7200U/8GB/1TB/W10)
0.940217391,0.25,0.805555556,0.944751381,0.765957447,0.35,0.125,0.491719954,ChuyenNghiep,Rog G701VIK-BA060T
0.722826087,0.0625,0.444444444,0.165745856,0.317021277,0.15,0.25,0.110673881,PhoThong,ProBook 430
0.722826087,0.125,0.861111111,0.226519337,0.291489362,0.5,0.25,0.334481062,ChuyenNghiep,MacBook Pro
0.847826087,0.125,0.5,0.165745856,0.442553191,0.25,0.5,0.134284309,VanPhong,Inspiron 5579
0.940217391,0.25,0.777777778,0.845303867,0.914893617,0.6,0.625,0.294966388,ChuyenNghiep,ROG G752VSK-GC493T
0.847826087,0.0625,0.833333333,0.149171271,0.357446809,0.25,0.5,0.076897852,PhoThong,X505BP-BR019T (A9-9420/4GB/1TB/Radeon
0.755434783,0.125,0.5,0.165745856,0.291489362,0.5,0.25,0.303164453,VanPhong,Yoga 920-13IKB
0.940217391,0.0625,0.75,0.303867403,0.638297872,0.35,0.125,0.115100836,PhoThong,Aspire 5
0.722826087,0.125,0.444444444,0.165745856,0.3,0.35,0.125,0.155599279,VanPhong,Vostro 5370
0.847826087,0.125,0.694444444,0.077348066,0.406382979,0.35,0.0625,0.073110346,PhoThong,15-BW094nd (A6-9220/8GB/128GB/W10)
0.940217391,0.25,0.5,0.325966851,0.617021277,0.25,0.5,0.173635022,PhoThong,Envy 17-U275cl
0.940217391,0.25,0.777777778,0.878453039,0.880851064,0.75,0.75,0.409739302,ChuyenNghiep,GT73EVR 7RE
0.847826087,0.125,0.777777778,0.674033149,0.425531915,0.5,0.25,0.278570257,VanPhong,Yoga 720-15IKB
0.940217391,0.125,0.5,0.17679558,0.595744681,0.6,0.5625,0.18724381,PhoThong,Inspiron 5770
0.847826087,0.0625,0.555555556,0.127071823,0.468085106,0.35,0.125,0.072798819,PhoThong,IdeaPad 320-15ISK
0.847826087,0.0625,0.444444444,0.08839779,0.446808511,0.15,0.25,0.118380062,PhoThong,ProBook 450
0.847826087,0.0625,0.694444444,0.08839779,0.463829787,0.25,0.5,0.107722577,PhoThong,Vostro 3568
0.847826087,0.125,0.694444444,0.149171271,0.476595745,0.25,0.5,0.092638137,PhoThong,Inspiron 3567
0.847826087,0.125,0.444444444,0.165745856,0.568085106,0.35,0.125,0.131005083,VanPhong,Inspiron 5579
0.722826087,0.125,0.5,0.165745856,0.234042553,1,0.5,0.245777996,VanPhong,ZenBook Flip
0.847826087,0.0625,0.694444444,0.08839779,0.468085106,0.25,0.5,0.076569929,PhoThong,IdeaPad 320-15IKBN
0.940217391,0.125,0.5,0.254143646,0.531914894,0.25,0.5,0.166912609,PhoThong,Probook 470
0.847826087,0.125,0.5,0.165745856,0.436170213,0.35,0.125,0.144285949,PhoThong,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10)
0.722826087,0.125,0.805555556,0.165745856,0.291489362,0.5,0.25,0.321183801,ChuyenNghiep,MacBook Pro
0.940217391,0.25,0.833333333,0.596685083,0.680851064,0.6,0.625,0.253976062,ChuyenNghiep,Rog Strix
0.847826087,0.125,0.5,0.160220994,0.455319149,0.35,0.125,0.120523037,PhoThong,Inspiron 3576
0.760869565,0.25,0.722222222,0.127071823,0.289361702,0.5,0.25,0.409739302,VanPhong,ThinkPad X1
0.847826087,0.125,0.694444444,0.248618785,0.468085106,0.15,0.25,0.13313658,PhoThong,Satellite Pro
0.847826087,0.1875,0.75,0.08839779,0.489361702,0.25,0.5,0.116915888,PhoThong,Inspiron 5567
0.940217391,0.125,0.5,0.17679558,0.595744681,0.6,0.5625,0.180193474,PhoThong,Inspiron 5770
0.847826087,0.125,0.5,0.303867403,0.468085106,0.25,0.5,0.122151172,PhoThong,Aspire A515-51G
0.940217391,0.0625,0.555555556,0.127071823,0.595744681,0.25,0.5,0.080177078,PhoThong,IdeaPad 320-17ISK
0.940217391,0.125,0.5,0.325966851,0.595744681,0.25,1,0.139203148,PhoThong,IdeaPad 320-17IKBR
0.940217391,0.09375,0.75,0.209944751,0.595744681,0.6,0.5625,0.140842761,PhoThong,IdeaPad 320-17IKB
0.847826087,0.0625,0.555555556,0.149171271,0.478723404,0.25,0.5,0.070175439,PhoThong,Inspiron 3567
0.847826087,0.125,0.694444444,0.674033149,0.531914894,0.35,0.125,0.135923922,ChuyenNghiep,Legion Y520-15IKBN
0.847826087,0.09375,0.694444444,0.08839779,0.468085106,0.35,0.125,0.094933596,PhoThong,Ideapad 320-15IKBN
0.847826087,0.125,0.5,0.325966851,0.638297872,0.35,0.125,0.155927201,PhoThong,Aspire A517-51G
0.847826087,0.1875,0.75,0.08839779,0.457446809,0.25,0.5,0.1080505,PhoThong,SP315-51 (i7-7500U/12GB/1TB/FHD/W10)
0.847826087,0.125,0.75,0.259668508,0.414893617,0.35,0.125,0.179865552,PhoThong,Thinkpad T570
0.847826087,0.125,0.694444444,0.209944751,0.361702128,0.35,0.125,0.160190195,VanPhong,VivoBook S15
0.847826087,0.25,0.777777778,0.331491713,0.531914894,0.6,0.625,0.193310379,ChuyenNghiep,Legion Y520-15IKBN
0.847826087,0.125,0.75,0.209944751,0.468085106,0.25,0.5,0.10805214,PhoThong,IdeaPad 320-15IKB
0.847826087,0.03125,0.416666667,0.127071823,0.465957447,0.35,0.0078125,0.0326283,PhoThong,Chromebook C910-C2ST
0.940217391,0.125,0.777777778,0.674033149,0.638297872,0.25,0.5,0.194622069,ChuyenNghiep,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce
0.940217391,0.125,0.555555556,0.127071823,0.540425532,0.25,0.5,0.080177078,PhoThong,17-BS037cl (i3-6006U/8GB/1TB/W10)
0.847826087,0.125,0.777777778,0.674033149,0.425531915,0.35,0.125,0.299885227,PhoThong,XPS 15
0.847826087,0.125,0.444444444,0.165745856,0.436170213,0.35,0.125,0.121167404,PhoThong,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10)
0.847826087,0.125,0.777777778,0.82320442,0.680851064,0.25,0.5,0.212985735,ChuyenNghiep,Legion Y720-15IKB
0.847826087,0.125,0.777777778,0.331491713,0.531914894,0.35,0.125,0.160518118,PhoThong,Aspire A715-71G
0.940217391,0.25,0.805555556,0.624309392,0.727659574,0.35,0.125,0.473005411,ChuyenNghiep,Precision 7720
0.847826087,0.09375,0.666666667,0.149171271,0.510638298,0.25,0.5,0.081816691,PhoThong,IdeaPad 310-15ABR
0.847826087,0.25,0.75,0.209944751,0.346808511,0.5,0.25,0.240695196,VanPhong,ZenBook UX530UQ-PRO
0.760869565,0.0625,0.666666667,0.08839779,0.276595745,0.35,0.0625,0.083456304,PhoThong,VivoBook S14
0.940217391,0.25,0.777777778,0.878453039,0.617021277,0.6,0.625,0.347925889,ChuyenNghiep,Rog GL702VS-GC095T
0.940217391,0.09375,0.694444444,0.287292818,0.595744681,0.25,0.5,0.106410887,PhoThong,IdeaPad 320-17IKB
0.847826087,0.125,0.694444444,0.209944751,0.468085106,0.25,1,0.090014757,PhoThong,IdeaPad 320-15IKBN
0.847826087,0.125,0.777777778,0.331491713,0.531914894,0.6,0.5625,0.207411051,ChuyenNghiep,GL553VE-FY082T (i7-7700HQ/8GB/1TB
0.847826087,0.0625,0.305555556,0.060773481,0.468085106,0.25,0.5,0.05902443,PhoThong,IdeaPad 320-15IAP
0.722826087,0.25,0.777777778,0.08839779,0.272340426,0.35,0.125,0.323823578,VanPhong,EliteBook x360
0.847826087,0.125,0.694444444,0.248618785,0.468085106,0.35,0.125,0.171011641,PhoThong,Satellite Pro
0.847826087,0.125,0.694444444,0.209944751,0.489361702,0.6,0.5625,0.134284309,PhoThong,IdeaPad 320-15IKB
0.847826087,0.0625,0.555555556,0.127071823,0.395744681,0.25,0.5,0.076897852,PhoThong,250 G6
0.722826087,0.125,0.694444444,0.08839779,0.234042553,0.35,0.125,0.163797344,PhoThong,IdeaPad 720S-13IKB
0.722826087,0.25,0.5,0.165745856,0.257446809,0.5,0.5,0.409739302,VanPhong,XPS 13
0.847826087,0.25,0.777777778,0.878453039,0.595744681,0.6,0.625,0.344154779,ChuyenNghiep,GE63VR 7RF
0.847826087,0.125,0.611111111,0.149171271,0.474468085,0.35,0.125,0.076897852,PhoThong,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10)
0.630434783,0.03125,0.305555556,0.055248619,0.234042553,0.35,0.015625,0.045089359,VanPhong,VivoBook Flip
0.847826087,0.125,0.444444444,0.17679558,0.495744681,0.6,0.5625,0.138383342,PhoThong,Inspiron 5570
0.722826087,0.25,0.5,0.165745856,0.274468085,0.5,0.5,0.401541236,VanPhong,Spectre x360
0.722826087,0.0625,0.444444444,0.143646409,0.308510638,0.35,0.0078125,0.075405804,PhoThong,ThinkPad 13
0.760869565,0.125,0.694444444,0.08839779,0.414893617,0.35,0.125,0.160682079,PhoThong,ProBook 640
0.630434783,0.0625,0.444444444,0.093922652,0.29787234,0.35,0.0625,0.079521233,PhoThong,TravelMate B
0.760869565,0.125,0.75,0.08839779,0.314893617,0.35,0.125,0.211838006,PhoThong,Elitebook 840
0.940217391,0.0625,0.694444444,0.198895028,0.593617021,0.25,0.5,0.096573209,PhoThong,IdeaPad 320-17IKB
0.760869565,0.125,0.75,0.08839779,0.425531915,0.35,0.125,0.179373668,PhoThong,ZenBook UX410UA-GV183T
0.847826087,0.125,0.5,0.165745856,0.446808511,0.25,0.5,0.147893097,PhoThong,ProBook 450
0.847826087,0.125,0.75,0.447513812,0.468085106,0.35,0.125,0.1080505,PhoThong,Aspire 5
0.760869565,0.0625,0.305555556,0.055248619,0.306382979,0.35,0.015625,0.047876701,PhoThong,IdeaPad 120S-14IAP
0.847826087,0.09375,0.694444444,0.08839779,0.474468085,0.25,0.5,0.090014757,PhoThong,Aspire E5-575
0.847826087,0.125,0.75,0.209944751,0.361702128,0.35,0.125,0.172142974,VanPhong,VivoBook S15
0.679347826,0.125,0.75,0.08839779,0.268085106,0.35,0.125,0.218888342,VanPhong,Elitebook 820
0.847826087,0.5,0.777777778,0.674033149,0.438297872,0.5,0.5,0.432693884,PhoThong,XPS 15
0.940217391,0.125,0.777777778,0.331491713,0.574468085,0.6,0.625,0.196589605,ChuyenNghiep,GL72M 7REX
0.847826087,0.125,0.694444444,0.08839779,0.425531915,0.35,0.125,0.154615511,PhoThong,Satellite Pro
0.760869565,0.125,0.75,0.08839779,0.425531915,0.6,0.625,0.218724381,PhoThong,UX510UX-CN269T (i7-7500U/8GB/256GB
0.847826087,0.0625,0.555555556,0.127071823,0.393617021,0.25,0.5,0.073618626,PhoThong,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10)
0.847826087,0.125,0.777777778,0.674033149,0.531914894,0.35,0.125,0.163797344,ChuyenNghiep,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce
0.760869565,0.125,0.722222222,0.08839779,0.314893617,0.35,0.125,0.207902935,PhoThong,EliteBook 840
0.847826087,0.125,0.444444444,0.209944751,0.404255319,0.6,0.5625,0.171995409,VanPhong,Inspiron 7570
0.847826087,0.125,0.694444444,0.08839779,0.391489362,0.35,0.125,0.187571733,PhoThong,Elitebook 850
0.847826087,0.0625,0.305555556,0.055248619,0.425531915,0.25,0.5,0.045087719,PhoThong,X541NA (N3350/4GB/1TB/Linux)
0.847826087,0.125,0.444444444,0.209944751,0.425531915,0.35,0.125,0.187366781,PhoThong,Inspiron 7570
0.847826087,0.0625,0.444444444,0.127071823,0.468085106,0.15,0.25,0.045072963,PhoThong,Inspiron 3552
0.847826087,0.1875,1,0.17679558,0.468085106,0.25,1,0.147401213,PhoThong,IdeaPad 320-15ABR
0.847826087,0.125,0.666666667,0.254143646,0.446808511,0.25,0.5,0.117396294,PhoThong,ProBook 450
0.755434783,0.25,0.5,0.165745856,0.29787234,0.5,0.25,0.344154779,VanPhong,Yoga 920-13IKB
0.722826087,0.125,0.5,0.165745856,0.255319149,0.35,0.125,0.258894901,VanPhong,XPS 13
0.847826087,0.25,0.777777778,0.331491713,0.510638298,0.6,1,0.185112313,ChuyenNghiep,Legion Y520-15IKBN
0.760869565,0.03125,0.444444444,0.044198895,0.306382979,0.35,0.015625,0.045745204,PhoThong,Stream 14-AX001nv
0.847826087,0.25,0.527777778,0.165745856,0.4,0.85,0.375,0.26364322,VanPhong,Latitude 5590
0.630434783,0.0625,0.305555556,0.055248619,0.319148936,0.35,0.015625,0.061485489,VanPhong,VivoBook Flip
0.847826087,0.125,0.444444444,0.17679558,0.404255319,0.25,0.5,0.108706345,VanPhong,Inspiron 5570
0.847826087,0.25,0.777777778,0.674033149,0.438297872,0.5,0.25,0.332418429,PhoThong,XPS 15
0.847826087,0.125,0.75,0.08839779,0.391489362,0.35,0.125,0.213805542,PhoThong,Elitebook 850
0.940217391,0.125,0.777777778,0.82320442,0.574468085,0.6,0.5625,0.231021479,ChuyenNghiep,GP72MVR 7RFX
0.847826087,0.125,0.777777778,0.624309392,0.553191489,0.35,0.125,0.285009018,ChuyenNghiep,Zbook 15
0.847826087,0.25,0.694444444,0.248618785,0.510638298,0.5,0.25,0.230037711,PhoThong,Tecra A50-C-21G
0.847826087,0.125,0.5,0.17679558,0.429787234,0.6,1,0.159190031,PhoThong,Inspiron 5570
0.847826087,0.0625,0.305555556,0.055248619,0.468085106,0.25,0.5,0.052793901,PhoThong,IdeaPad 320-15IAP
0.847826087,0.125,0.694444444,0.674033149,0.563829787,0.25,0.5,0.163797344,ChuyenNghiep,Inspiron 7577
0.847826087,0.125,0.694444444,0.08839779,0.50212766,0.25,1,0.091387113,PhoThong,Inspiron 3567
0.760869565,0.125,0.722222222,0.08839779,0.289361702,0.35,0.125,0.233972782,PhoThong,Latitude 7480
0.847826087,0.0625,0.555555556,0.127071823,0.395744681,0.15,0.25,0.071979013,PhoThong,250 G6
0.760869565,0.125,0.694444444,0.08839779,0.425531915,0.35,0.125,0.154943433,PhoThong,Zenbook UX410UA-GV027T
0.940217391,0.09375,0.694444444,0.209944751,0.595744681,0.6,0.5625,0.117888178,PhoThong,IdeaPad 320-17IKB
0.847826087,0.125,0.694444444,0.08839779,0.395744681,0.25,0.5,0.104771274,PhoThong,250 G6
0.847826087,0.125,0.555555556,0.198895028,0.468085106,0.35,0.125,0.081816691,PhoThong,IdeaPad 320-15ISK
0.847826087,0.125,0.444444444,0.138121547,0.434042553,0.25,1,0.063780948,PhoThong,15-AY023na (N3710/8GB/2TB/W10)
0.940217391,0.125,0.444444444,0.17679558,0.595744681,0.6,0.5625,0.177898016,PhoThong,Inspiron 5770
0.847826087,0.125,0.694444444,0.674033149,0.510638298,0.6,0.5625,0.132644696,ChuyenNghiep,Legion Y520-15IKBN
0.847826087,0.125,0.75,0.254143646,0.495744681,0.35,0.125,0.147401213,PhoThong,Inspiron 5567
0.760869565,0.125,0.75,0.08839779,0.289361702,0.35,0.125,0.286932284,VanPhong,Elitebook 1040
0.847826087,0.1875,0.75,0.187845304,0.480851064,0.75,1,0.180193474,VanPhong,ZenBook Flip
0.847826087,0.0625,0.833333333,0.149171271,0.446808511,0.35,0.0625,0.069847516,PhoThong,Aspire 3
0.940217391,0.25,0.833333333,0.596685083,0.691489362,0.6,0.625,0.36055091,ChuyenNghiep,Rog Strix
0.940217391,0.0625,0.611111111,0.149171271,0.553191489,0.35,0.0625,0.080177078,PhoThong,IdeaPad 110-17ACL
0.722826087,0.125,0.5,0.165745856,0.344680851,0.35,0.125,0.142484014,VanPhong,Inspiron 5379
0.847826087,0.0625,0.833333333,0.149171271,0.406382979,0.35,0.125,0.080175439,PhoThong,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10)
0.630434783,0.0625,0.305555556,0.055248619,0.338297872,0.35,0.0625,0.090670602,PhoThong,Yoga 11e
0.847826087,0.0625,0.444444444,0.044198895,0.382978723,0.15,0.25,0.050664043,PhoThong,Inspiron 3552
0.760869565,0.0625,0.305555556,0.055248619,0.319148936,0.35,0.015625,0.046892933,PhoThong,VivoBook E403NA
0.847826087,0.125,0.777777778,0.674033149,0.510638298,0.25,0.5,0.138711264,PhoThong,Aspire 7
0.940217391,0.125,0.777777778,0.674033149,0.712765957,0.6,0.5625,0.195277914,ChuyenNghiep,Omen 17-w212nv
0.847826087,0.0625,0.555555556,0.127071823,0.393617021,0.35,0.0625,0.066158387,PhoThong,V310-15ISK (i3-6006U/4GB/128GB/FHD/No
0.847826087,0.125,0.777777778,0.82320442,0.489361702,0.6,0.5625,0.27135596,ChuyenNghiep,ROG Strix
0.760869565,0.125,0.694444444,0.209944751,0.319148936,0.35,0.125,0.180193474,PhoThong,IdeaPad 720S-14IKB
0.722826087,0.25,0.75,0.08839779,0.234042553,0.5,0.25,0.286751927,VanPhong,Zenbook Flip
0.760869565,0.125,0.75,0.08839779,0.240425532,0.5,0.25,0.374159698,VanPhong,Thinkpad X1
0.722826087,0.0625,0.666666667,0.08839779,0.319148936,0.35,0.0625,0.090014757,PhoThong,Ideapad 510S-13IKB
0.847826087,0.125,0.722222222,0.348066298,0.474468085,0.15,0.25,0.224463027,ChuyenNghiep,Precision 3510
0.847826087,0.125,0.75,0.624309392,0.425531915,0.35,0.125,0.350057386,ChuyenNghiep,Precision 5520
0.760869565,0.25,0.75,0.08839779,0.30212766,0.5,0.25,0.411378915,VanPhong,ThinkPad X1
0.940217391,0.125,0.777777778,0.674033149,0.638297872,0.25,0.5,0.170355796,ChuyenNghiep,Rog GL753VD-GC042T
0.940217391,0.25,0.777777778,0.331491713,0.638297872,0.6,0.625,0.260862436,ChuyenNghiep,Rog GL753VE-GC070T
0.847826087,0.1875,0.444444444,0.303867403,0.468085106,0.25,0.5,0.113787506,PhoThong,Aspire 5
0.940217391,0.125,0.777777778,0.331491713,0.574468085,0.35,0.125,0.221183801,ChuyenNghiep,Leopard GP72M
0.847826087,0.125,0.75,0.254143646,0.495744681,0.35,0.125,0.127704542,PhoThong,Inspiron 5567
0.847826087,0.0625,0.833333333,0.160220994,0.406382979,0.35,0.125,0.081816691,VanPhong,15-BW004nv (A9-9420/4GB/256GB/Radeon
0.847826087,0.125,0.5,0.535911602,0.446808511,0.35,0.125,0.201600262,PhoThong,ThinkPad E580
0.760869565,0.125,0.694444444,0.08839779,0.404255319,0.35,0.125,0.153795704,PhoThong,ThinkPad L470
0.847826087,0.125,0.777777778,0.624309392,0.378723404,0.35,0.125,0.44466306,ChuyenNghiep,Precision M5520
0.760869565,0.25,0.75,0.08839779,0.240425532,0.5,0.5,0.430398426,VanPhong,Thinkpad X1
0.847826087,0.0625,0.305555556,0.055248619,0.468085106,0.25,0.5,0.050172159,PhoThong,IdeaPad 320-15IAP
0.940217391,0.25,0.777777778,0.674033149,0.617021277,0.6,0.625,0.250696836,ChuyenNghiep,FX753VD-GC461T (i7-7700HQ/16GB/1TB
0.847826087,0.125,0.444444444,0.535911602,0.446808511,0.6,0.625,0.187653714,PhoThong,ThinkPad E580
0.847826087,0.125,0.777777778,0.674033149,0.531914894,0.35,0.125,0.144121987,PhoThong,Aspire 7
0.940217391,0.25,0.777777778,0.878453039,0.595744681,0.6,0.625,0.368748975,ChuyenNghiep,GE73VR 7RF
0.760869565,0.125,0.75,0.08839779,0.234042553,0.5,0.25,0.307099525,VanPhong,Zenbook 3
0.722826087,0.25,0.694444444,0.127071823,0.255319149,0.5,0.25,0.2864404,VanPhong,Portege Z30-C-16P
0.760869565,0.125,0.777777778,0.127071823,0.289361702,0.5,0.25,0.275454993,VanPhong,Latitude 7480
0.847826087,0.0625,0.555555556,0.127071823,0.468085106,0.15,0.25,0.067060174,PhoThong,IdeaPad 320-15ISK
0.630434783,0.03125,0.305555556,0.055248619,0.244680851,0.35,0.015625,0.049918019,PhoThong,Lenovo IdeaPad
0.847826087,0.125,0.777777778,0.624309392,0.568085106,0.5,0.25,0.315625512,ChuyenNghiep,ThinkPad P51
0.760869565,0.125,0.777777778,0.149171271,0.361702128,0.5,0.25,0.318576816,VanPhong,Thinkpad T470p
0.847826087,0.0625,0.555555556,0.160220994,0.446808511,0.25,0.5,0.076897852,PhoThong,15-BS028nv (i3-6006U/4GB/1TB/Radeon
0.722826087,0.125,0.694444444,0.127071823,0.340425532,0.35,0.125,0.129367109,VanPhong,Aspire R7
0.722826087,0.125,0.694444444,0.08839779,0.270212766,0.35,0.125,0.152156091,VanPhong,ZenBook Flip
0.847826087,0.0625,0.694444444,0.149171271,0.489361702,0.35,0.125,0.098196426,PhoThong,Inspiron 3567
0.722826087,0.0625,0.555555556,0.127071823,0.35106383,0.35,0.0625,0.112969339,PhoThong,Latitude 3380
0.760869565,0.125,0.694444444,0.127071823,0.304255319,0.35,0.125,0.245941958,VanPhong,EliteBook 1040
0.847826087,0.125,0.694444444,0.08839779,0.455319149,0.25,0.5,0.088530907,PhoThong,Inspiron 3567
0.760869565,0.125,0.5,0.535911602,0.372340426,0.35,0.125,0.199275291,VanPhong,ThinkPad E480
0.847826087,0.25,0.777777778,0.674033149,0.425531915,0.5,0.25,0.311362518,VanPhong,Yoga 720-15IKB
0.668478261,0.09375,0.305555556,0.055248619,0.29787234,0.35,0.03125,0.073618626,PhoThong,LapBook 12.3
0.847826087,0.125,0.805555556,0.259668508,0.491489362,0.35,0.125,0.233972782,PhoThong,ProBook 650
0.847826087,0.125,0.666666667,0.209944751,0.489361702,0.25,0.5,0.097884899,PhoThong,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce
0.940217391,0.25,0.805555556,0.878453039,0.940425532,0.6,0.625,0.458927693,ChuyenNghiep,Alienware 17
0.847826087,0.125,0.777777778,0.331491713,0.557446809,0.6,0.5625,0.190031153,ChuyenNghiep,Inspiron 7577
0.847826087,0.125,0.5,0.17679558,0.429787234,0.6,1,0.187309395,PhoThong,Inspiron 5570
0.760869565,0.125,0.777777778,0.08839779,0.340425532,0.35,0.125,0.180193474,VanPhong,Latitude 5480
0.940217391,0.1875,0.777777778,0.878453039,0.712765957,0.6,0.625,0.327758649,ChuyenNghiep,Omen 17-w207nv
0.630434783,0.0625,0.305555556,0.055248619,0.246808511,0.35,0.015625,0.04902443,VanPhong,FlexBook Edge
0.630434783,0.0625,0.444444444,0.044198895,0.244680851,0.35,0.0078125,0.044105591,PhoThong,Chromebook 3
0.722826087,0.125,0.75,0.08839779,0.29787234,0.35,0.125,0.165600918,PhoThong,Thinkpad 13
0.760869565,0.0625,0.75,0.08839779,0.361702128,0.35,0.0625,0.098212822,PhoThong,IdeaPad 320s-14IKB
0.847826087,0.25,0.777777778,0.209944751,0.489361702,0.5,0.25,0.400885391,ChuyenNghiep,Thinkpad T570
0.847826087,0.25,0.805555556,0.635359116,0.531914894,0.5,0.25,0.401541236,PhoThong,Thinkpad P51
0.940217391,0.125,0.888888889,0.596685083,0.680851064,0.6,0.625,0.277914412,ChuyenNghiep,Rog Strix
0.847826087,0.0625,0.444444444,0.044198895,0.446808511,0.15,0.25,0.056894573,PhoThong,15-ra044nv (N3060/4GB/500GB/W10)
0.668478261,0.25,0.361111111,0.132596685,0.234042553,0.5,0.25,0.36055091,VanPhong,Pixelbook (Core
0.760869565,0.375,0.75,0.08839779,0.280851064,0.5,0.25,0.390555829,VanPhong,ThinkPad T470s
0.847826087,0.0625,0.694444444,0.08839779,0.425531915,0.35,0.125,0.09165437,PhoThong,VivoBook Max
0.940217391,0.125,0.694444444,0.077348066,0.595744681,0.25,0.5,0.085095917,PhoThong,IdeaPad 320-15AST
0.847826087,0.0625,0.444444444,0.17679558,0.468085106,0.35,0.125,0.122807018,PhoThong,Inspiron 5570
0.679347826,0.125,0.694444444,0.08839779,0.289361702,0.35,0.125,0.234300705,VanPhong,ThinkPad X270
0.847826087,0.0625,0.305555556,0.060773481,0.468085106,0.35,0.0625,0.057222495,PhoThong,IdeaPad 320-15IAP
0.847826087,0.125,0.777777778,0.674033149,0.468085106,0.6,0.5625,0.180193474,ChuyenNghiep,Omen 15-AX205na
0.760869565,0.125,0.777777778,0.254143646,0.34893617,0.35,0.125,0.193310379,PhoThong,Latitude 5480
0.847826087,0.0625,0.694444444,0.08839779,0.510638298,0.15,0.25,0.072438105,PhoThong,Aspire ES1-572
0.847826087,0.125,0.833333333,0.585635359,0.474468085,0.6,0.53125,0.326774881,ChuyenNghiep,Precision 3520
0.847826087,0.125,0.694444444,0.674033149,0.468085106,0.35,0.125,0.168509592,ChuyenNghiep,GV62 7RD-1686NL
0.733695652,0.25,0.694444444,0.226519337,0.265957447,0.5,0.25,0.424495819,VanPhong,Surface Laptop
0.847826087,0.125,0.694444444,0.08839779,0.406382979,0.35,0.0625,0.096573209,PhoThong,15-bs024nv (i5-7200U/8GB/128GB/W10)
0.847826087,0.25,0.75,0.585635359,0.461702128,0.35,0.125,0.323823578,ChuyenNghiep,Precision 3520
0.847826087,0.125,0.805555556,0.08839779,0.491489362,0.5,0.25,0.251516642,ChuyenNghiep,ProBook 650
0.760869565,0.125,0.694444444,0.08839779,0.35106383,0.35,0.125,0.220527955,PhoThong,ThinkPad T470
0.847826087,0.125,0.5,0.17679558,0.50212766,0.6,0.5625,0.160518118,PhoThong,Inspiron 5570
0.630434783,0.0625,0.444444444,0.138121547,0.312765957,0.15,0.25,0.078537465,VanPhong,Inspiron 3168
0.940217391,0.125,0.75,0.82320442,0.940425532,0.25,0.5,0.33546483,PhoThong,Alienware 17
0.733695652,0.0625,0.611111111,0.132596685,0.266382979,0.35,0.0625,0.162157731,VanPhong,Surface Laptop
0.733695652,0.125,0.694444444,0.226519337,0.265957447,0.35,0.125,0.294966388,VanPhong,Surface Laptop
0.940217391,0.125,0.555555556,0.127071823,0.531914894,0.35,0.125,0.104918839,PhoThong,17-BS092ND (i3-6006U/8GB/256GB/W10)
